standard_id,initiative_id,s.initiative_name,framework_id,standard_grade_level,standard_statement,standard_code,s.full_code,standard_domain,standard_subdomain,standard_standard
1692,1,CCSS,2,HSF,"(+) Read values of an inverse function from a graph or a table, given that the function has an inverse.",CONTENT.HSF.BF.B.4.C,CCSS.CONTENT.HSF.BF.B.4.C,CONTENT,BF,B.4.C
1693,1,CCSS,2,HSF,(+) Produce an invertible function from a non-invertible function by restricting the domain.,CONTENT.HSF.BF.B.4.D,CCSS.CONTENT.HSF.BF.B.4.D,CONTENT,BF,B.4.D
1694,1,CCSS,2,HSF,(+) Understand the inverse relationship between exponents and logarithms and use this relationship to solve problems involving logarithms and exponents.,CONTENT.HSF.BF.B.5,CCSS.CONTENT.HSF.BF.B.5,CONTENT,BF,B.5
1667,1,CCSS,2,HSF,"Understand that a function from one set (called the domain) to another set (called the range) assigns to each element of the domain exactly one element of the range. If f is a function and x is an element of its domain, then f(x) denotes the output of f corresponding to the input x. The graph of f is the graph of the equation y = f(x).",CONTENT.HSF.IF.A.1,CCSS.CONTENT.HSF.IF.A.1,CONTENT,IF,A.1
1668,1,CCSS,2,HSF,"Use function notation, evaluate functions for inputs in their domains, and interpret statements that use function notation in terms of a context.",CONTENT.HSF.IF.A.2,CCSS.CONTENT.HSF.IF.A.2,CONTENT,IF,A.2
1669,1,CCSS,2,HSF,"Recognize that sequences are functions, sometimes defined recursively, whose domain is a subset of the integers. For example, the Fibonacci sequence is defined recursively by f(0) = f(1) = 1, f(n+1) = f(n) + f(n-1) for n ≥ 1.",CONTENT.HSF.IF.A.3,CCSS.CONTENT.HSF.IF.A.3,CONTENT,IF,A.3
1670,1,CCSS,2,HSF,"For a function that models a relationship between two quantities, interpret key features of graphs and tables in terms of the quantities, and sketch graphs showing key features given a verbal description of the relationship. Key features include: intercepts; intervals where the function is increasing, decreasing, positive, or negative; relative maximums and minimums; symmetries; end behavior; and periodicity.*",CONTENT.HSF.IF.B.4,CCSS.CONTENT.HSF.IF.B.4,CONTENT,IF,B.4
1671,1,CCSS,2,HSF,"Relate the domain of a function to its graph and, where applicable, to the quantitative relationship it describes. For example, if the function h(n) gives the number of person-hours it takes to assemble n engines in a factory, then the positive integers would be an appropriate domain for the function.*",CONTENT.HSF.IF.B.5,CCSS.CONTENT.HSF.IF.B.5,CONTENT,IF,B.5
1672,1,CCSS,2,HSF,Calculate and interpret the average rate of change of a function (presented symbolically or as a table) over a specified interval. Estimate the rate of change from a graph.*,CONTENT.HSF.IF.B.6,CCSS.CONTENT.HSF.IF.B.6,CONTENT,IF,B.6
1673,1,CCSS,2,HSF,"Graph functions expressed symbolically and show key features of the graph, by hand in simple cases and using technology for more complicated cases.*",CONTENT.HSF.IF.C.7,CCSS.CONTENT.HSF.IF.C.7,CONTENT,IF,C.7
1674,1,CCSS,2,HSF,"Graph linear and quadratic functions and show intercepts, maxima, and minima.",CONTENT.HSF.IF.C.7.A,CCSS.CONTENT.HSF.IF.C.7.A,CONTENT,IF,C.7.A
1675,1,CCSS,2,HSF,"Graph square root, cube root, and piecewise-defined functions, including step functions and absolute value functions.",CONTENT.HSF.IF.C.7.B,CCSS.CONTENT.HSF.IF.C.7.B,CONTENT,IF,C.7.B
1676,1,CCSS,2,HSF,"Graph polynomial functions, identifying zeros when suitable factorizations are available, and showing end behavior.",CONTENT.HSF.IF.C.7.C,CCSS.CONTENT.HSF.IF.C.7.C,CONTENT,IF,C.7.C
1677,1,CCSS,2,HSF,"(+) Graph rational functions, identifying zeros and asymptotes when suitable factorizations are available, and showing end behavior.",CONTENT.HSF.IF.C.7.D,CCSS.CONTENT.HSF.IF.C.7.D,CONTENT,IF,C.7.D
1678,1,CCSS,2,HSF,"Graph exponential and logarithmic functions, showing intercepts and end behavior, and trigonometric functions, showing period, midline, and amplitude.",CONTENT.HSF.IF.C.7.E,CCSS.CONTENT.HSF.IF.C.7.E,CONTENT,IF,C.7.E
1679,1,CCSS,2,HSF,Write a function defined by an expression in different but equivalent forms to reveal and explain different properties of the function.,CONTENT.HSF.IF.C.8,CCSS.CONTENT.HSF.IF.C.8,CONTENT,IF,C.8
1680,1,CCSS,2,HSF,"Use the process of factoring and completing the square in a quadratic function to show zeros, extreme values, and symmetry of the graph, and interpret these in terms of a context.",CONTENT.HSF.IF.C.8.A,CCSS.CONTENT.HSF.IF.C.8.A,CONTENT,IF,C.8.A
1681,1,CCSS,2,HSF,"Use the properties of exponents to interpret expressions for exponential functions. For example, identify percent rate of change in functions such as y = (1.02)ᵗ, y = (0.97)ᵗ, y = (1.01)12ᵗ, y = (1.2)ᵗ/10, and classify them as representing exponential growth or decay.",CONTENT.HSF.IF.C.8.B,CCSS.CONTENT.HSF.IF.C.8.B,CONTENT,IF,C.8.B
1682,1,CCSS,2,HSF,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). For example, given a graph of one quadratic function and an algebraic expression for another, say which has the larger maximum.",CONTENT.HSF.IF.C.9,CCSS.CONTENT.HSF.IF.C.9,CONTENT,IF,C.9
1695,1,CCSS,2,HSF,Distinguish between situations that can be modeled with linear functions and with exponential functions.,CONTENT.HSF.LE.A.1,CCSS.CONTENT.HSF.LE.A.1,CONTENT,LE,A.1
1696,1,CCSS,2,HSF,"Prove that linear functions grow by equal differences over equal intervals, and that exponential functions grow by equal factors over equal intervals.",CONTENT.HSF.LE.A.1.A,CCSS.CONTENT.HSF.LE.A.1.A,CONTENT,LE,A.1.A
1697,1,CCSS,2,HSF,Recognize situations in which one quantity changes at a constant rate per unit interval relative to another.,CONTENT.HSF.LE.A.1.B,CCSS.CONTENT.HSF.LE.A.1.B,CONTENT,LE,A.1.B
1698,1,CCSS,2,HSF,Recognize situations in which a quantity grows or decays by a constant percent rate per unit interval relative to another.,CONTENT.HSF.LE.A.1.C,CCSS.CONTENT.HSF.LE.A.1.C,CONTENT,LE,A.1.C
1699,1,CCSS,2,HSF,"Construct linear and exponential functions, including arithmetic and geometric sequences, given a graph, a description of a relationship, or two input-output pairs (include reading these from a table).",CONTENT.HSF.LE.A.2,CCSS.CONTENT.HSF.LE.A.2,CONTENT,LE,A.2
1700,1,CCSS,2,HSF,"Observe using graphs and tables that a quantity increasing exponentially eventually exceeds a quantity increasing linearly, quadratically, or (more generally) as a polynomial function.",CONTENT.HSF.LE.A.3,CCSS.CONTENT.HSF.LE.A.3,CONTENT,LE,A.3
1701,1,CCSS,2,HSF,"For exponential models, express as a logarithm the solution to abct = d where a, c, and d are numbers and the base b is 2, 10, or e; evaluate the logarithm using technology.",CONTENT.HSF.LE.A.4,CCSS.CONTENT.HSF.LE.A.4,CONTENT,LE,A.4
1702,1,CCSS,2,HSF,Interpret the parameters in a linear or exponential function in terms of a context.,CONTENT.HSF.LE.B.5,CCSS.CONTENT.HSF.LE.B.5,CONTENT,LE,B.5
1703,1,CCSS,2,HSF,Understand radian measure of an angle as the length of the arc on the unit circle subtended by the angle.,CONTENT.HSF.TF.A.1,CCSS.CONTENT.HSF.TF.A.1,CONTENT,TF,A.1
1704,1,CCSS,2,HSF,"Explain how the unit circle in the coordinate plane enables the extension of trigonometric functions to all real numbers, interpreted as radian measures of angles traversed counterclockwise around the unit circle.",CONTENT.HSF.TF.A.2,CCSS.CONTENT.HSF.TF.A.2,CONTENT,TF,A.2
1705,1,CCSS,2,HSF,"(+) Use special triangles to determine geometrically the values of sine, cosine, tangent for π/3, π/4 and π/6, and use the unit circle to express the values of sine, cosine, and tangent for x, π + x, and 2π - x in terms of their values for x, where x is any real number.",CONTENT.HSF.TF.A.3,CCSS.CONTENT.HSF.TF.A.3,CONTENT,TF,A.3
1706,1,CCSS,2,HSF,(+) Use the unit circle to explain symmetry (odd and even) and periodicity of trigonometric functions.,CONTENT.HSF.TF.A.4,CCSS.CONTENT.HSF.TF.A.4,CONTENT,TF,A.4
1707,1,CCSS,2,HSF,"Choose trigonometric functions to model periodic phenomena with specified amplitude, frequency, and midline.*",CONTENT.HSF.TF.B.5,CCSS.CONTENT.HSF.TF.B.5,CONTENT,TF,B.5
1708,1,CCSS,2,HSF,(+) Understand that restricting a trigonometric function to a domain on which it is always increasing or always decreasing allows its inverse to be constructed.,CONTENT.HSF.TF.B.6,CCSS.CONTENT.HSF.TF.B.6,CONTENT,TF,B.6
1709,1,CCSS,2,HSF,"(+) Use inverse functions to solve trigonometric equations that arise in modeling contexts; evaluate the solutions using technology, and interpret them in terms of the context.*",CONTENT.HSF.TF.B.7,CCSS.CONTENT.HSF.TF.B.7,CONTENT,TF,B.7
1710,1,CCSS,2,HSF,"Prove the Pythagorean identity sin2(θ) + cos2(θ) = 1 and use it to find sin(θ), cos(θ), or tan(θ) given sin(θ), cos(θ), or tan(θ) and the quadrant of the angle.",CONTENT.HSF.TF.C.8,CCSS.CONTENT.HSF.TF.C.8,CONTENT,TF,C.8
1711,1,CCSS,2,HSF,"(+) Prove the addition and subtraction formulas for sine, cosine, and tangent and use them to solve problems.",CONTENT.HSF.TF.C.9,CCSS.CONTENT.HSF.TF.C.9,CONTENT,TF,C.9
1738,1,CCSS,2,HSG,Prove that all circles are similar.,CONTENT.HSG.C.A.1,CCSS.CONTENT.HSG.C.A.1,CONTENT,C,A.1
1739,1,CCSS,2,HSG,"Identify and describe relationships among inscribed angles, radii, and chords. Include the relationship between central, inscribed, and circumscribed angles; inscribed angles on a diameter are right angles; the radius of a circle is perpendicular to the tangent where the radius intersects the circle.",CONTENT.HSG.C.A.2,CCSS.CONTENT.HSG.C.A.2,CONTENT,C,A.2
1740,1,CCSS,2,HSG,"Construct the inscribed and circumscribed circles of a triangle, and prove properties of angles for a quadrilateral inscribed in a circle.",CONTENT.HSG.C.A.3,CCSS.CONTENT.HSG.C.A.3,CONTENT,C,A.3
1741,1,CCSS,2,HSG,(+) Construct a tangent line from a point outside a given circle to the circle.,CONTENT.HSG.C.A.4,CCSS.CONTENT.HSG.C.A.4,CONTENT,C,A.4
1742,1,CCSS,2,HSG,"Derive using similarity the fact that the length of the arc intercepted by an angle is proportional to the radius, and define the radian measure of the angle as the constant of proportionality; derive the formula for the area of a sector.",CONTENT.HSG.C.B.5,CCSS.CONTENT.HSG.C.B.5,CONTENT,C,B.5
1712,1,CCSS,2,HSG,"Know precise definitions of angle, circle, perpendicular line, parallel line, and line segment, based on the undefined notions of point, line, distance along a line, and distance around a circular arc.",CONTENT.HSG.CO.A.1,CCSS.CONTENT.HSG.CO.A.1,CONTENT,CO,A.1
1713,1,CCSS,2,HSG,"Represent transformations in the plane using, e.g., transparencies and geometry software; describe transformations as functions that take points in the plane as inputs and give other points as outputs. Compare transformations that preserve distance and angle to those that do not (e.g., translation versus horizontal stretch).",CONTENT.HSG.CO.A.2,CCSS.CONTENT.HSG.CO.A.2,CONTENT,CO,A.2
1714,1,CCSS,2,HSG,"Given a rectangle, parallelogram, trapezoid, or regular polygon, describe the rotations and reflections that carry it onto itself.",CONTENT.HSG.CO.A.3,CCSS.CONTENT.HSG.CO.A.3,CONTENT,CO,A.3
1715,1,CCSS,2,HSG,"Develop definitions of rotations, reflections, and translations in terms of angles, circles, perpendicular lines, parallel lines, and line segments.",CONTENT.HSG.CO.A.4,CCSS.CONTENT.HSG.CO.A.4,CONTENT,CO,A.4
1716,1,CCSS,2,HSG,"Given a geometric figure and a rotation, reflection, or translation, draw the transformed figure using, e.g., graph paper, tracing paper, or geometry software. Specify a sequence of transformations that will carry a given figure onto another.",CONTENT.HSG.CO.A.5,CCSS.CONTENT.HSG.CO.A.5,CONTENT,CO,A.5
1717,1,CCSS,2,HSG,"Use geometric descriptions of rigid motions to transform figures and to predict the effect of a given rigid motion on a given figure; given two figures, use the definition of congruence in terms of rigid motions to decide if they are congruent.",CONTENT.HSG.CO.B.6,CCSS.CONTENT.HSG.CO.B.6,CONTENT,CO,B.6
1718,1,CCSS,2,HSG,Use the definition of congruence in terms of rigid motions to show that two triangles are congruent if and only if corresponding pairs of sides and corresponding pairs of angles are congruent.,CONTENT.HSG.CO.B.7,CCSS.CONTENT.HSG.CO.B.7,CONTENT,CO,B.7
1719,1,CCSS,2,HSG,"Explain how the criteria for triangle congruence (ASA, SAS, and SSS) follow from the definition of congruence in terms of rigid motions.",CONTENT.HSG.CO.B.8,CCSS.CONTENT.HSG.CO.B.8,CONTENT,CO,B.8
1721,1,CCSS,2,HSG,Prove theorems about triangles. Theorems include: measures of interior angles of a triangle sum to 180°; base angles of isosceles triangles are congruent; the segment joining midpoints of two sides of a triangle is parallel to the third side and half the length; the medians of a triangle meet at a point.,CONTENT.HSG.CO.C.10,CCSS.CONTENT.HSG.CO.C.10,CONTENT,CO,C.10
1722,1,CCSS,2,HSG,"Prove theorems about parallelograms. Theorems include: opposite sides are congruent, opposite angles are congruent, the diagonals of a parallelogram bisect each other, and conversely, rectangles are parallelograms with congruent diagonals.",CONTENT.HSG.CO.C.11,CCSS.CONTENT.HSG.CO.C.11,CONTENT,CO,C.11
1720,1,CCSS,2,HSG,"Prove theorems about lines and angles. Theorems include: vertical angles are congruent; when a transversal crosses parallel lines, alternate interior angles are congruent and corresponding angles are congruent; points on a perpendicular bisector of a line segment are exactly those equidistant from the segment's endpoints.",CONTENT.HSG.CO.C.9,CCSS.CONTENT.HSG.CO.C.9,CONTENT,CO,C.9
1723,1,CCSS,2,HSG,"Make formal geometric constructions with a variety of tools and methods (compass and straightedge, string, reflective devices, paper folding, dynamic geometric software, etc.). Copying a segment; copying an angle; bisecting a segment; bisecting an angle; constructing perpendicular lines, including the perpendicular bisector of a line segment; and constructing a line parallel to a given line through a point not on the line.",CONTENT.HSG.CO.D.12,CCSS.CONTENT.HSG.CO.D.12,CONTENT,CO,D.12
1724,1,CCSS,2,HSG,"Construct an equilateral triangle, a square, and a regular hexagon inscribed in a circle.",CONTENT.HSG.CO.D.13,CCSS.CONTENT.HSG.CO.D.13,CONTENT,CO,D.13
1750,1,CCSS,2,HSG,"Give an informal argument for the formulas for the circumference of a circle, area of a circle, volume of a cylinder, pyramid, and cone. Use dissection arguments, Cavalieri's principle, and informal limit arguments.",CONTENT.HSG.GMD.A.1,CCSS.CONTENT.HSG.GMD.A.1,CONTENT,GMD,A.1
1751,1,CCSS,2,HSG,(+) Give an informal argument using Cavalieri's principle for the formulas for the volume of a sphere and other solid figures.,CONTENT.HSG.GMD.A.2,CCSS.CONTENT.HSG.GMD.A.2,CONTENT,GMD,A.2
1752,1,CCSS,2,HSG,"Use volume formulas for cylinders, pyramids, cones, and spheres to solve problems.*",CONTENT.HSG.GMD.A.3,CCSS.CONTENT.HSG.GMD.A.3,CONTENT,GMD,A.3
1753,1,CCSS,2,HSG,"Identify the shapes of two-dimensional cross-sections of three-dimensional objects, and identify three-dimensional objects generated by rotations of two-dimensional objects.",CONTENT.HSG.GMD.B.4,CCSS.CONTENT.HSG.GMD.B.4,CONTENT,GMD,B.4
1743,1,CCSS,2,HSG,Derive the equation of a circle of given center and radius using the Pythagorean Theorem; complete the square to find the center and radius of a circle given by an equation.,CONTENT.HSG.GPE.A.1,CCSS.CONTENT.HSG.GPE.A.1,CONTENT,GPE,A.1
1744,1,CCSS,2,HSG,Derive the equation of a parabola given a focus and directrix.,CONTENT.HSG.GPE.A.2,CCSS.CONTENT.HSG.GPE.A.2,CONTENT,GPE,A.2
1745,1,CCSS,2,HSG,"(+) Derive the equations of ellipses and hyperbolas given the foci, using the fact that the sum or difference of distances from the foci is constant.",CONTENT.HSG.GPE.A.3,CCSS.CONTENT.HSG.GPE.A.3,CONTENT,GPE,A.3
1746,1,CCSS,2,HSG,"Use coordinates to prove simple geometric theorems algebraically. For example, prove or disprove that a figure defined by four given points in the coordinate plane is a rectangle; prove or disprove that the point (1, √3) lies on the circle centered at the origin and containing the point (0, 2).",CONTENT.HSG.GPE.B.4,CCSS.CONTENT.HSG.GPE.B.4,CONTENT,GPE,B.4
1747,1,CCSS,2,HSG,"Prove the slope criteria for parallel and perpendicular lines and use them to solve geometric problems (e.g., find the equation of a line parallel or perpendicular to a given line that passes through a given point).",CONTENT.HSG.GPE.B.5,CCSS.CONTENT.HSG.GPE.B.5,CONTENT,GPE,B.5
1748,1,CCSS,2,HSG,Find the point on a directed line segment between two given points that partitions the segment in a given ratio.,CONTENT.HSG.GPE.B.6,CCSS.CONTENT.HSG.GPE.B.6,CONTENT,GPE,B.6
1749,1,CCSS,2,HSG,"Use coordinates to compute perimeters of polygons and areas of triangles and rectangles, e.g., using the distance formula.",CONTENT.HSG.GPE.B.7,CCSS.CONTENT.HSG.GPE.B.7,CONTENT,GPE,B.7
1754,1,CCSS,2,HSG,"Use geometric shapes, their measures, and their properties to describe objects (e.g., modeling a tree trunk or a human torso as a cylinder).*",CONTENT.HSG.MG.A.1,CCSS.CONTENT.HSG.MG.A.1,CONTENT,MG,A.1
1755,1,CCSS,2,HSG,"Apply concepts of density based on area and volume in modeling situations (e.g., persons per square mile, BTUs per cubic foot).*",CONTENT.HSG.MG.A.2,CCSS.CONTENT.HSG.MG.A.2,CONTENT,MG,A.2
1756,1,CCSS,2,HSG,"Apply geometric methods to solve design problems (e.g., designing an object or structure to satisfy physical constraints or minimize cost; working with typographic grid systems based on ratios).",CONTENT.HSG.MG.A.3,CCSS.CONTENT.HSG.MG.A.3,CONTENT,MG,A.3
1725,1,CCSS,2,HSG,Verify experimentally the properties of dilations given by a center and a scale factor:,CONTENT.HSG.SRT.A.1,CCSS.CONTENT.HSG.SRT.A.1,CONTENT,SRT,A.1
1726,1,CCSS,2,HSG,"A dilation takes a line not passing through the center of the dilation to a parallel line, and leaves a line passing through the center unchanged.",CONTENT.HSG.SRT.A.1.A,CCSS.CONTENT.HSG.SRT.A.1.A,CONTENT,SRT,A.1.A
1727,1,CCSS,2,HSG,The dilation of a line segment is longer or shorter in the ratio given by the scale factor.,CONTENT.HSG.SRT.A.1.B,CCSS.CONTENT.HSG.SRT.A.1.B,CONTENT,SRT,A.1.B
1728,1,CCSS,2,HSG,"Given two figures, use the definition of similarity in terms of similarity transformations to decide if they are similar; explain using similarity transformations the meaning of similarity for triangles as the equality of all corresponding pairs of angles and the proportionality of all corresponding pairs of sides.",CONTENT.HSG.SRT.A.2,CCSS.CONTENT.HSG.SRT.A.2,CONTENT,SRT,A.2
1729,1,CCSS,2,HSG,Use the properties of similarity transformations to establish the AA criterion for two triangles to be similar.,CONTENT.HSG.SRT.A.3,CCSS.CONTENT.HSG.SRT.A.3,CONTENT,SRT,A.3
1730,1,CCSS,2,HSG,"Prove theorems about triangles. Theorems include: a line parallel to one side of a triangle divides the other two proportionally, and conversely; the Pythagorean Theorem proved using triangle similarity.",CONTENT.HSG.SRT.B.4,CCSS.CONTENT.HSG.SRT.B.4,CONTENT,SRT,B.4
1731,1,CCSS,2,HSG,Use congruence and similarity criteria for triangles to solve problems and to prove relationships in geometric figures.,CONTENT.HSG.SRT.B.5,CCSS.CONTENT.HSG.SRT.B.5,CONTENT,SRT,B.5
1732,1,CCSS,2,HSG,"Understand that by similarity, side ratios in right triangles are properties of the angles in the triangle, leading to definitions of trigonometric ratios for acute angles.",CONTENT.HSG.SRT.C.6,CCSS.CONTENT.HSG.SRT.C.6,CONTENT,SRT,C.6
1733,1,CCSS,2,HSG,Explain and use the relationship between the sine and cosine of complementary angles.,CONTENT.HSG.SRT.C.7,CCSS.CONTENT.HSG.SRT.C.7,CONTENT,SRT,C.7
1734,1,CCSS,2,HSG,Use trigonometric ratios and the Pythagorean Theorem to solve right triangles in applied problems.*,CONTENT.HSG.SRT.C.8,CCSS.CONTENT.HSG.SRT.C.8,CONTENT,SRT,C.8
1736,1,CCSS,2,HSG,(+) Prove the Laws of Sines and Cosines and use them to solve problems.,CONTENT.HSG.SRT.D.10,CCSS.CONTENT.HSG.SRT.D.10,CONTENT,SRT,D.10
1737,1,CCSS,2,HSG,"(+) Understand and apply the Law of Sines and the Law of Cosines to find unknown measurements in right and non-right triangles (e.g., surveying problems, resultant forces).",CONTENT.HSG.SRT.D.11,CCSS.CONTENT.HSG.SRT.D.11,CONTENT,SRT,D.11
1735,1,CCSS,2,HSG,(+) Derive the formula A = 1/2 ab sin(C) for the area of a triangle by drawing an auxiliary line from a vertex perpendicular to the opposite side.,CONTENT.HSG.SRT.D.9,CCSS.CONTENT.HSG.SRT.D.9,CONTENT,SRT,D.9
1607,1,CCSS,2,HSN,"Know there is a complex number i such that i2 = -1, and every complex number has the form a + bi with a and b real.",CONTENT.HSN.CN.A.1,CCSS.CONTENT.HSN.CN.A.1,CONTENT,CN,A.1
1608,1,CCSS,2,HSN,"Use the relation i2 = -1 and the commutative, associative, and distributive properties to add, subtract, and multiply complex numbers.",CONTENT.HSN.CN.A.2,CCSS.CONTENT.HSN.CN.A.2,CONTENT,CN,A.2
1609,1,CCSS,2,HSN,(+) Find the conjugate of a complex number; use conjugates to find moduli and quotients of complex numbers.,CONTENT.HSN.CN.A.3,CCSS.CONTENT.HSN.CN.A.3,CONTENT,CN,A.3
1610,1,CCSS,2,HSN,"(+) Represent complex numbers on the complex plane in rectangular and polar form (including real and imaginary numbers), and explain why the rectangular and polar forms of a given complex number represent the same number.",CONTENT.HSN.CN.B.4,CCSS.CONTENT.HSN.CN.B.4,CONTENT,CN,B.4
1611,1,CCSS,2,HSN,"(+) Represent addition, subtraction, multiplication, and conjugation of complex numbers geometrically on the complex plane; use properties of this representation for computation. For example, (-1 + √3 i)3 = 8 because (-1 + √3 i) has modulus 2 and argument 120°.",CONTENT.HSN.CN.B.5,CCSS.CONTENT.HSN.CN.B.5,CONTENT,CN,B.5
1612,1,CCSS,2,HSN,"(+) Calculate the distance between numbers in the complex plane as the modulus of the difference, and the midpoint of a segment as the average of the numbers at its endpoints.",CONTENT.HSN.CN.B.6,CCSS.CONTENT.HSN.CN.B.6,CONTENT,CN,B.6
1613,1,CCSS,2,HSN,Solve quadratic equations with real coefficients that have complex solutions.,CONTENT.HSN.CN.C.7,CCSS.CONTENT.HSN.CN.C.7,CONTENT,CN,C.7
1614,1,CCSS,2,HSN,"(+) Extend polynomial identities to the complex numbers. For example, rewrite x2 + 4 as (x + 2i)(x - 2i).",CONTENT.HSN.CN.C.8,CCSS.CONTENT.HSN.CN.C.8,CONTENT,CN,C.8
1615,1,CCSS,2,HSN,(+) Know the Fundamental Theorem of Algebra; show that it is true for quadratic polynomials.,CONTENT.HSN.CN.C.9,CCSS.CONTENT.HSN.CN.C.9,CONTENT,CN,C.9
1604,1,CCSS,2,HSN,Use units as a way to understand problems and to guide the solution of multi-step problems; choose and interpret units consistently in formulas; choose and interpret the scale and the origin in graphs and data displays.,CONTENT.HSN.Q.A.1,CCSS.CONTENT.HSN.Q.A.1,CONTENT,Q,A.1
1605,1,CCSS,2,HSN,Define appropriate quantities for the purpose of descriptive modeling.,CONTENT.HSN.Q.A.2,CCSS.CONTENT.HSN.Q.A.2,CONTENT,Q,A.2
1606,1,CCSS,2,HSN,Choose a level of accuracy appropriate to limitations on measurement when reporting quantities.,CONTENT.HSN.Q.A.3,CCSS.CONTENT.HSN.Q.A.3,CONTENT,Q,A.3
1601,1,CCSS,2,HSN,"Explain how the definition of the meaning of rational exponents follows from extending the properties of integer exponents to those values, allowing for a notation for radicals in terms of rational exponents. For example, we define 51/3 to be the cube root of 5 because we want (51/3)3 = 5(1/3)3 to hold, so (51/3)3 must equal 5.",CONTENT.HSN.RN.A.1,CCSS.CONTENT.HSN.RN.A.1,CONTENT,RN,A.1
1602,1,CCSS,2,HSN,Rewrite expressions involving radicals and rational exponents using the properties of exponents.,CONTENT.HSN.RN.A.2,CCSS.CONTENT.HSN.RN.A.2,CONTENT,RN,A.2
1603,1,CCSS,2,HSN,Explain why the sum or product of two rational numbers is rational; that the sum of a rational number and an irrational number is irrational; and that the product of a nonzero rational number and an irrational number is irrational.,CONTENT.HSN.RN.B.3,CCSS.CONTENT.HSN.RN.B.3,CONTENT,RN,B.3
1616,1,CCSS,2,HSN,"(+) Recognize vector quantities as having both magnitude and direction. Represent vector quantities by directed line segments, and use appropriate symbols for vectors and their magnitudes (e.g., v, |v|, ||v||, v).",CONTENT.HSN.VM.A.1,CCSS.CONTENT.HSN.VM.A.1,CONTENT,VM,A.1
1617,1,CCSS,2,HSN,(+) Find the components of a vector by subtracting the coordinates of an initial point from the coordinates of a terminal point.,CONTENT.HSN.VM.A.2,CCSS.CONTENT.HSN.VM.A.2,CONTENT,VM,A.2
1618,1,CCSS,2,HSN,(+) Solve problems involving velocity and other quantities that can be represented by vectors.,CONTENT.HSN.VM.A.3,CCSS.CONTENT.HSN.VM.A.3,CONTENT,VM,A.3
1619,1,CCSS,2,HSN,(+) Add and subtract vectors.,CONTENT.HSN.VM.B.4,CCSS.CONTENT.HSN.VM.B.4,CONTENT,VM,B.4
1620,1,CCSS,2,HSN,"Add vectors end-to-end, component-wise, and by the parallelogram rule. Understand that the magnitude of a sum of two vectors is typically not the sum of the magnitudes.",CONTENT.HSN.VM.B.4.A,CCSS.CONTENT.HSN.VM.B.4.A,CONTENT,VM,B.4.A
1621,1,CCSS,2,HSN,"Given two vectors in magnitude and direction form, determine the magnitude and direction of their sum.",CONTENT.HSN.VM.B.4.B,CCSS.CONTENT.HSN.VM.B.4.B,CONTENT,VM,B.4.B
1622,1,CCSS,2,HSN,"Understand vector subtraction v - w as v + (-w), where -w is the additive inverse of w, with the same magnitude as w and pointing in the opposite direction. Represent vector subtraction graphically by connecting the tips in the appropriate order, and perform vector subtraction component-wise.",CONTENT.HSN.VM.B.4.C,CCSS.CONTENT.HSN.VM.B.4.C,CONTENT,VM,B.4.C
1623,1,CCSS,2,HSN,(+) Multiply a vector by a scalar.,CONTENT.HSN.VM.B.5,CCSS.CONTENT.HSN.VM.B.5,CONTENT,VM,B.5
1624,1,CCSS,2,HSN,"Represent scalar multiplication graphically by scaling vectors and possibly reversing their direction; perform scalar multiplication component-wise, e.g., as c(vx, vy) = (cvx, cvy).",CONTENT.HSN.VM.B.5.A,CCSS.CONTENT.HSN.VM.B.5.A,CONTENT,VM,B.5.A
1625,1,CCSS,2,HSN,"Compute the magnitude of a scalar multiple cv using ||cv|| = |c|v. Compute the direction of cv knowing that when |c|v ≠ 0, the direction of cv is either along v (for c > 0) or against v (for c < 0).",CONTENT.HSN.VM.B.5.B,CCSS.CONTENT.HSN.VM.B.5.B,CONTENT,VM,B.5.B
1630,1,CCSS,2,HSN,(+) Understand that the zero and identity matrices play a role in matrix addition and multiplication similar to the role of 0 and 1 in the real numbers. The determinant of a square matrix is nonzero if and only if the matrix has a multiplicative inverse.,CONTENT.HSN.VM.C.10,CCSS.CONTENT.HSN.VM.C.10,CONTENT,VM,C.10
1631,1,CCSS,2,HSN,(+) Multiply a vector (regarded as a matrix with one column) by a matrix of suitable dimensions to produce another vector. Work with matrices as transformations of vectors.,CONTENT.HSN.VM.C.11,CCSS.CONTENT.HSN.VM.C.11,CONTENT,VM,C.11
1632,1,CCSS,2,HSN,"(+) Work with 2 × 2 matrices as a transformations of the plane, and interpret the absolute value of the determinant in terms of area.",CONTENT.HSN.VM.C.12,CCSS.CONTENT.HSN.VM.C.12,CONTENT,VM,C.12
1626,1,CCSS,2,HSN,"(+) Use matrices to represent and manipulate data, e.g., to represent payoffs or incidence relationships in a network.",CONTENT.HSN.VM.C.6,CCSS.CONTENT.HSN.VM.C.6,CONTENT,VM,C.6
1627,1,CCSS,2,HSN,"(+) Multiply matrices by scalars to produce new matrices, e.g., as when all of the payoffs in a game are doubled.",CONTENT.HSN.VM.C.7,CCSS.CONTENT.HSN.VM.C.7,CONTENT,VM,C.7
1628,1,CCSS,2,HSN,"(+) Add, subtract, and multiply matrices of appropriate dimensions.",CONTENT.HSN.VM.C.8,CCSS.CONTENT.HSN.VM.C.8,CONTENT,VM,C.8
