ccss_code,ccss_description,grade,framework,framework_code,framework_description,framework_tag,framework_strand,framework_substrand
CCSS.L.9-10.1.B,"Use various types of phrases (noun, verb, adjectival, adverbial, participial, prepositional, absolute) and clauses (independent, dependent; noun, relative, adverbial) to convey specific meanings and add variety and interest to writing or presentations.",9,BEST,BEST.ELA.9.C.3.1,Use knowledge of usage rules to create flow in writing and presenting.,,Communication: Following Conventions,Conventions
CCSS.L.9-10.1.B,"Use various types of phrases (noun, verb, adjectival, adverbial, participial, prepositional, absolute) and clauses (independent, dependent; noun, relative, adverbial) to convey specific meanings and add variety and interest to writing or presentations.",9,BEST,BEST.ELA.10.C.3.1,Use knowledge of usage rules to create flow in writing and presenting.,,Communication: Following Conventions,Conventions
CCSS.L.9-10.1.B,"Use various types of phrases (noun, verb, adjectival, adverbial, participial, prepositional, absolute) and clauses (independent, dependent; noun, relative, adverbial) to convey specific meanings and add variety and interest to writing or presentations.",9,TEKS,TEKS.ELAR.E1.9(C),"(C) revise drafts to improve clarity, development, organization, style, diction, and sentence effectiveness, including use of parallel constructions and placement of phrases and dependent clauses;",,,
CCSS.L.9-10.1.B,"Use various types of phrases (noun, verb, adjectival, adverbial, participial, prepositional, absolute) and clauses (independent, dependent; noun, relative, adverbial) to convey specific meanings and add variety and interest to writing or presentations.",9,TEKS,TEKS.ELAR.E2.9(C),"(C) revise drafts to improve clarity, development, organization, style, diction, and sentence effectiveness, including use of parallel constructions and placement of phrases and dependent clauses;",,,
CCSS.L.9-10.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",9,BEST,BEST.ELA.9.C.3.1,"Follow the rules of standard English grammar, punctuation, capitalization, and spelling appropriate to grade level.",,Communication: Following Conventions,Conventions
CCSS.L.9-10.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",9,BEST,BEST.ELA.10.C.3.1,"Follow the rules of standard English grammar, punctuation, capitalization, and spelling appropriate to grade level.",,Communication: Following Conventions,Conventions
CCSS.L.9-10.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",9,TEKS,TEKS.ELAR.E1.9(D)(iv),(iv) correct capitalization;,,,
CCSS.L.9-10.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",9,TEKS,TEKS.ELAR.E1.9(D)(v),"(v) punctuation, including commas, semicolons, colons, and dashes to set off phrases and clauses as appropriate; and",,,
CCSS.L.9-10.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",9,TEKS,TEKS.ELAR.E1.9(D)(vi),(vi) correct spelling; and,,,
CCSS.L.9-10.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",9,TEKS,TEKS.ELAR.E2.9(D)(iv),(iv) correct capitalization;,,,
CCSS.L.9-10.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",9,TEKS,TEKS.ELAR.E2.9(D)(v),"(v) punctuation, including commas, semicolons, colons, dashes, and parentheses to set off phrases and clauses as appropriate; and",,,
CCSS.L.9-10.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",9,TEKS,TEKS.ELAR.E2.9(D)(vi),(vi) correct spelling; and,,,
CCSS.L.9-10.2.A,Use a semicolon (and perhaps a conjunctive adverb) to link two or more closely related independent clauses.,9,BEST,BEST.ELA.9.C.3.1,"Follow the rules of standard English grammar, punctuation, capitalization, and spelling appropriate to grade level.",,Communication: Following Conventions,Conventions
CCSS.L.9-10.2.A,Use a semicolon (and perhaps a conjunctive adverb) to link two or more closely related independent clauses.,9,BEST,BEST.ELA.10.C.3.1,"Follow the rules of standard English grammar, punctuation, capitalization, and spelling appropriate to grade level.",,Communication: Following Conventions,Conventions
CCSS.L.9-10.2.A,Use a semicolon (and perhaps a conjunctive adverb) to link two or more closely related independent clauses.,9,TEKS,TEKS.ELAR.E1.9(D)(v),"(v) punctuation, including commas, semicolons, colons, and dashes to set off phrases and clauses as appropriate; and",,,
CCSS.L.9-10.2.A,Use a semicolon (and perhaps a conjunctive adverb) to link two or more closely related independent clauses.,9,TEKS,TEKS.ELAR.E2.9(D)(v),"(v) punctuation, including commas, semicolons, colons, dashes, and parentheses to set off phrases and clauses as appropriate; and",,,
CCSS.L.9-10.2.B,Use a colon to introduce a list or quotation.,9,BEST,BEST.ELA.9.C.3.1,"Follow the rules of standard English grammar, punctuation, capitalization, and spelling appropriate to grade level.",,Communication: Following Conventions,Conventions
CCSS.L.9-10.2.B,Use a colon to introduce a list or quotation.,9,BEST,BEST.ELA.10.C.3.1,"Follow the rules of standard English grammar, punctuation, capitalization, and spelling appropriate to grade level.",,Communication: Following Conventions,Conventions
CCSS.L.9-10.2.B,Use a colon to introduce a list or quotation.,9,TEKS,TEKS.ELAR.E1.9(D)(v),"(v) punctuation, including commas, semicolons, colons, and dashes to set off phrases and clauses as appropriate; and",,,
CCSS.L.9-10.2.B,Use a colon to introduce a list or quotation.,9,TEKS,TEKS.ELAR.E2.9(D)(v),"(v) punctuation, including commas, semicolons, colons, dashes, and parentheses to set off phrases and clauses as appropriate; and",,,
CCSS.L.9-10.2.C,Spell correctly.,9,BEST,BEST.ELA.9.C.3.1,"Follow the rules of standard English grammar, punctuation, capitalization, and spelling appropriate to grade level.",,Communication: Following Conventions,Conventions
CCSS.L.9-10.2.C,Spell correctly.,9,BEST,Knowledge of Language:,,,,
CCSS.L.9-10.2.C,Spell correctly.,9,BEST,BEST.ELA.10.C.3.1,"Follow the rules of standard English grammar, punctuation, capitalization, and spelling appropriate to grade level.",,Communication: Following Conventions,Conventions
CCSS.L.9-10.2.C,Spell correctly.,9,TEKS,TEKS.ELAR.E1.9(D)(vi),(vi) correct spelling; and,,,
CCSS.L.9-10.2.C,Spell correctly.,9,TEKS,TEKS.ELAR.Knowledge of Language:,,,,
CCSS.L.9-10.2.C,Spell correctly.,9,TEKS,TEKS.ELAR.E2.9(D)(vi),(vi) correct spelling; and,,,
CCSS.L.9-10.3,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.",9,BLOOM,BLOOM.3.1,Applying a procedure to a familiar task,Executing,,
CCSS.L.9-10.3,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.",9,BLOOM,BLOOM.4.2,Determining how elements fit or function within a structure,Organizing,,
CCSS.L.9-10.3,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.",9,BEST,BEST.ELA.9.C.2.1,"Present information orally, with a logical organization and coherent focus, with credible evidence, creating a clear perspective.",,Communication: Communicating Orally,Oral Presentation
CCSS.L.9-10.3,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.",9,BEST,BEST.ELA.9.C.1.5,"Improve writing by considering feedback from adults, peers, and/or online editing tools, revising for clarity and cohesiveness.",,Communication Through Writing,Improving Writing
CCSS.L.9-10.3,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.",9,BEST,BEST.ELA.10.C.2.1,"Present information orally, with a logical organization and coherent focus, with credible evidence, creating a clear perspective.",,Commuication: Communicating Orally,Oral Presentation
CCSS.L.9-10.3,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.",9,BEST,BEST.ELA.10.C.1.5,"Improve writing by considering feedback from adults, peers, and/or online editing tools, revising to address the needs of a specific audience.",,Communication Through Writing,Improving Writing
CCSS.L.9-10.3,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.",9,TEKS,TEKS.ELAR.E1.5(H),"(H) respond orally or in writing with appropriate register, vocabulary, tone, and voice;",,,
CCSS.L.9-10.3,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.",9,TEKS,TEKS.ELAR.E1.9(C),"(C) revise drafts to improve clarity, development, organization, style, diction, and sentence effectiveness, including use of parallel constructions and placement of phrases and dependent clauses;",,,
CCSS.L.9-10.3,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.",9,TEKS,TEKS.ELAR.E2.5(H),"(H) respond orally or in writing with appropriate register, vocabulary, tone, and voice;",,,
CCSS.L.9-10.3,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.",9,TEKS,TEKS.ELAR.E2.9(C),"(C) revise drafts to improve clarity, development, organization, style, diction, and sentence effectiveness, including use of parallel constructions and placement of phrases and dependent clauses;",,,
CCSS.L.9-10.3.A,"Write and edit work so that it conforms to the guidelines in a style manual (e.g., MLA Handbook, Turabian's Manual for Writers) appropriate for the discipline and writing type.",9,BLOOM,BLOOM.4.2,Determining how elements fit or function within a structure,Organizing,,
CCSS.L.9-10.3.A,"Write and edit work so that it conforms to the guidelines in a style manual (e.g., MLA Handbook, Turabian's Manual for Writers) appropriate for the discipline and writing type.",9,BLOOM,BLOOM.3.2,Applying a procedure to an unfamiliar task,Implementing,,
CCSS.L.9-10.3.A,"Write and edit work so that it conforms to the guidelines in a style manual (e.g., MLA Handbook, Turabian's Manual for Writers) appropriate for the discipline and writing type.",9,BEST,BEST.ELA.9.C.1.5,"Improve writing by considering feedback from adults, peers, and/or online editing tools, revising for clarity and cohesiveness.",,Communication Through Writing,Improving Writing
CCSS.L.9-10.3.A,"Write and edit work so that it conforms to the guidelines in a style manual (e.g., MLA Handbook, Turabian's Manual for Writers) appropriate for the discipline and writing type.",9,BEST,Vocabulary Acquisition and Use:,,,,
CCSS.L.9-10.3.A,"Write and edit work so that it conforms to the guidelines in a style manual (e.g., MLA Handbook, Turabian's Manual for Writers) appropriate for the discipline and writing type.",9,BEST,BEST.ELA.10.C.1.5,"Improve writing by considering feedback from adults, peers, and/or online editing tools, revising to address the needs of a specific audience.",,Communication Through Writing,Improving Writing
CCSS.L.9-10.3.A,"Write and edit work so that it conforms to the guidelines in a style manual (e.g., MLA Handbook, Turabian's Manual for Writers) appropriate for the discipline and writing type.",9,TEKS,TEKS.ELAR.E1.9(C),"(C) revise drafts to improve clarity, development, organization, style, diction, and sentence effectiveness, including use of parallel constructions and placement of phrases and dependent clauses;",,,
CCSS.L.9-10.3.A,"Write and edit work so that it conforms to the guidelines in a style manual (e.g., MLA Handbook, Turabian's Manual for Writers) appropriate for the discipline and writing type.",9,TEKS,TEKS.ELAR.E1.9(E),(E) publish written work for appropriate audiences.,,,
CCSS.L.9-10.3.A,"Write and edit work so that it conforms to the guidelines in a style manual (e.g., MLA Handbook, Turabian's Manual for Writers) appropriate for the discipline and writing type.",9,TEKS,TEKS.ELAR.Vocabulary Acquisition and Use:,,,,
CCSS.L.9-10.3.A,"Write and edit work so that it conforms to the guidelines in a style manual (e.g., MLA Handbook, Turabian's Manual for Writers) appropriate for the discipline and writing type.",9,TEKS,TEKS.ELAR.E2.9(C),"(C) revise drafts to improve clarity, development, organization, style, diction, and sentence effectiveness, including use of parallel constructions and placement of phrases and dependent clauses;",,,
CCSS.L.9-10.3.A,"Write and edit work so that it conforms to the guidelines in a style manual (e.g., MLA Handbook, Turabian's Manual for Writers) appropriate for the discipline and writing type.",9,TEKS,TEKS.ELAR.E2.9(E),(E) publish written work for appropriate audiences.,,,
CCSS.L.9-10.4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 9-10 reading and content, choosing flexibly from a range of strategies.",9,BLOOM,BLOOM.1.1,Locating knowledge in long-term memory that is consistent with presented material,Recognizing,,
CCSS.L.9-10.4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 9-10 reading and content, choosing flexibly from a range of strategies.",9,BEST,BEST.ELA.9.V.1.3,"Apply knowledge of context clues, figurative language, word relationships, reference materials, and/or background knowledge to determine the connotative and denotative meaning of words and phrases, appropriate to grade level.",,Vocbulary: Finding Meaning,Context and Connotation
CCSS.L.9-10.4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 9-10 reading and content, choosing flexibly from a range of strategies.",9,BEST,BEST.ELA.10.V.1.3,"Apply knowledge of context clues, figurative language, word relationships, reference materials, and/or background knowledge to determine the connotative and denotative meaning of words and phrases, appropriate to grade level.",,Vocabulary: Finding Meaning,Context and Connotation
CCSS.L.9-10.4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 9-10 reading and content, choosing flexibly from a range of strategies.",9,TEKS,TEKS.ELAR.E1.2,"(2) Developing and sustaining foundational language skills: listening, speaking, reading, writing, and thinking--vocabulary. The student uses newly acquired vocabulary expressively. The student is expected to:",,,
CCSS.L.9-10.4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 9-10 reading and content, choosing flexibly from a range of strategies.",9,TEKS,TEKS.ELAR.E2.2,"(2) Developing and sustaining foundational language skills: listening, speaking, reading, writing, and thinking--vocabulary. The student uses newly acquired vocabulary expressively. The student is expected to:",,,
CCSS.L.9-10.4.A,"Use context (e.g., the overall meaning of a sentence, paragraph, or text; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.",9,BLOOM,BLOOM.2.1,"Changing from one form of representation to another (numerical to verbal, e.g.)",Interpreting,,
CCSS.L.9-10.4.A,"Use context (e.g., the overall meaning of a sentence, paragraph, or text; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.",9,BEST,BEST.ELA.9.V.1.3,"Apply knowledge of context clues, figurative language, word relationships, reference materials, and/or background knowledge to determine the connotative and denotative meaning of words and phrases, appropriate to grade level.",,Vocabulary: Finding Meaning,Context and Connotation
CCSS.L.9-10.4.A,"Use context (e.g., the overall meaning of a sentence, paragraph, or text; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.",9,BEST,BEST.ELA.10.V.1.3,"Apply knowledge of context clues, figurative language, word relationships, reference materials, and/or background knowledge to determine the connotative and denotative meaning of words and phrases, appropriate to grade level.",,Vocabulary: Finding Meaning,Context and Connotation
CCSS.L.9-10.4.A,"Use context (e.g., the overall meaning of a sentence, paragraph, or text; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.",9,TEKS,TEKS.ELAR.E1.2(B),(B) analyze context to distinguish between the denotative and connotative meanings of words; and,,,
CCSS.L.9-10.4.A,"Use context (e.g., the overall meaning of a sentence, paragraph, or text; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.",9,TEKS,TEKS.ELAR.E2.2(B),"(B) analyze context to distinguish among denotative, connotative, and figurative meanings of words; and",,,
CCSS.L.9-10.4.B,"Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., analyze, analysis, analytical; advocate, advocacy).",9,BLOOM,BLOOM.2.3,Determining that something belongs to a category,Classifying,,
CCSS.L.9-10.4.B,"Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., analyze, analysis, analytical; advocate, advocacy).",9,BEST,BEST.ELA.9.V.1.2,"Apply knowledge of etymology and derivations to determine meanings of words
and phrases in grade-level content.",,Vocabulary: Finding Meaning,Morphology
CCSS.L.9-10.4.B,"Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., analyze, analysis, analytical; advocate, advocacy).",9,BEST,BEST.ELA.10.V.1.2,Apply knowledge of etymology and derivations to determine meanings of words and phrases in grade-level content.,,Vocabulary: Finding Meaning,Morphology
CCSS.L.9-10.4.C,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, or its etymology.",9,BLOOM,BLOOM.2.5,Drawing a logical conclusion from presented information,Inferring,,
CCSS.L.9-10.4.C,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, or its etymology.",9,BEST,BEST.ELA.9.V.1.3,"Apply knowledge of context clues, figurative language, word relationships, reference materials, and/or background knowledge to determine the connotative and denotative meaning of words and phrases, appropriate to grade level.",,Vocabulary: Finding Meaning,Context and Connotation
CCSS.L.9-10.4.C,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, or its etymology.",9,BEST,BEST.ELA.10.V.1.3,"Apply knowledge of context clues, figurative language, word relationships, reference materials, and/or background knowledge to determine the connotative and denotative meaning of words and phrases, appropriate to grade level.",,Vocabulary: Finding Meaning,Context and Connotation
CCSS.L.9-10.4.C,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, or its etymology.",9,TEKS,TEKS.ELAR.E1.2(A),(A) use print or digital resources such as glossaries or technical dictionaries to clarify and validate understanding of the precise and appropriate meaning of technical or discipline-based vocabulary;,,,
CCSS.L.9-10.4.C,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, or its etymology.",9,TEKS,TEKS.ELAR.E2.2(A),(A) use print or digital resources such as glossaries or technical dictionaries to clarify and validate understanding of the precise and appropriate meaning of technical or discipline-based vocabulary;,,,
CCSS.L.9-10.4.D,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).",9,BLOOM,BLOOM.2.5,Drawing a logical conclusion from presented information,Inferring,,
CCSS.L.9-10.4.D,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).",9,BEST,BEST.ELA.9.V.1.3,"Apply knowledge of context clues, figurative language, word relationships, reference materials, and/or background knowledge to determine the connotative and denotative meaning of words and phrases, appropriate to grade level.",,Vocabulary: Finding Meaning,Context and Connotation
CCSS.L.9-10.4.D,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).",9,BEST,BEST.ELA.10.V.1.3,"Apply knowledge of context clues, figurative language, word relationships, reference materials, and/or background knowledge to determine the connotative and denotative meaning of words and phrases, appropriate to grade level.",,Vocabulary: Finding Meaning,Context and Connotation
CCSS.L.9-10.4.D,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).",9,TEKS,TEKS.ELAR.E1.2(A),(A) use print or digital resources such as glossaries or technical dictionaries to clarify and validate understanding of the precise and appropriate meaning of technical or discipline-based vocabulary;,,,
CCSS.L.9-10.4.D,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).",9,TEKS,TEKS.ELAR.E2.2(A),(A) use print or digital resources such as glossaries or technical dictionaries to clarify and validate understanding of the precise and appropriate meaning of technical or discipline-based vocabulary;,,,
CCSS.L.9-10.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",9,BLOOM,BLOOM.4,Break material into its constituent parts and determine how the parts relate to one another and to an overall structure or purpose,Analyze,,
CCSS.L.9-10.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",9,BLOOM,BLOOM.2.1,"Changing from one form of representation to another (numerical to verbal, e.g.)",Interpreting,,
CCSS.L.9-10.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",9,BEST,BEST.ELA.9.R.3.1,Explain how figurative language creates mood in text(s).,,Reading Across Genres,Interpreting Figurative Language
CCSS.L.9-10.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",9,BEST,BEST.ELA.9.V.1.3,"Apply knowledge of context clues, figurative language, word relationships, reference materials, and/or background knowledge to determine the connotative and denotative meaning of words and phrases, appropriate to grade level.",,Vocabulary: Finding Meaning,Context and Connotation
CCSS.L.9-10.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",9,BEST,BEST.ELA.10.R.3.1,Analyze how figurative language creates mood in text(s).,,Reading Across Genres,Interpreting Figurative Language
CCSS.L.9-10.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",9,BEST,BEST.ELA.10.V.1.3,"Apply knowledge of context clues, figurative language, word relationships, reference materials, and/or background knowledge to determine the connotative and denotative meaning of words and phrases, appropriate to grade level.",,Vocabulary: Finding Meaning,Context and Connotation
CCSS.L.9-10.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",9,TEKS,TEKS.ELAR.E1.8(D),(D) analyze how the author's use of language achieves specific purposes;,,,
CCSS.L.9-10.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",9,TEKS,TEKS.ELAR.E1.8(F),"(F) analyze how the author's diction and syntax contribute to the mood, voice, and tone of a text; and",,,
CCSS.L.9-10.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",9,TEKS,TEKS.ELAR.E2.8(D),(D) analyze how the author's use of language informs and shapes the perception of readers;,,,
CCSS.L.9-10.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",9,TEKS,TEKS.ELAR.E2.8(F),"(F) analyze how the author's diction and syntax contribute to the mood, voice, and tone of a text; and",,,
CCSS.L.9-10.5.A,"Interpret figures of speech (e.g., euphemism, oxymoron) in context and analyze their role in the text.",9,BLOOM,BLOOM.4.3,"Determine a point of view, bias, values, or intent underlying presented material",Attributing,,
CCSS.L.9-10.5.A,"Interpret figures of speech (e.g., euphemism, oxymoron) in context and analyze their role in the text.",9,BEST,BEST.ELA.9.R.3.1,Explain how figurative language creates mood in text(s).,,Reading Across Genres,Interpreting Figurative Language
CCSS.L.9-10.5.A,"Interpret figures of speech (e.g., euphemism, oxymoron) in context and analyze their role in the text.",9,BEST,BEST.ELA.10.R.3.1,Analyze how figurative language creates mood in text(s).,,Reading Across Genres,Interpreting Figurative Language
CCSS.L.9-10.5.A,"Interpret figures of speech (e.g., euphemism, oxymoron) in context and analyze their role in the text.",9,TEKS,TEKS.ELAR.E1.8(E),(E) analyze the use of literary devices such as irony and oxymoron to achieve specific purposes;,,,
CCSS.L.9-10.5.A,"Interpret figures of speech (e.g., euphemism, oxymoron) in context and analyze their role in the text.",9,TEKS,TEKS.ELAR.E2.8(E),"(E) analyze the use of literary devices such as irony, sarcasm, and motif to achieve specific purposes;",,,
CCSS.L.9-10.5.B,Analyze nuances in the meaning of words with similar denotations.,9,BLOOM,BLOOM.2.1,"Changing from one form of representation to another (numerical to verbal, e.g.)",Interpreting,,
CCSS.L.9-10.5.B,Analyze nuances in the meaning of words with similar denotations.,9,BLOOM,BLOOM.4,Break material into its constituent parts and determine how the parts relate to one another and to an overall structure or purpose,Analyze,,
CCSS.L.9-10.5.B,Analyze nuances in the meaning of words with similar denotations.,9,BEST,BEST.ELA.9.V.1.3,"Apply knowledge of context clues, figurative language, word relationships, reference materials, and/or background knowledge to determine the connotative and denotative meaning of words and phrases, appropriate to grade level.",,Vocabulary: Finding Meaning,Context and Connotation
CCSS.L.9-10.5.B,Analyze nuances in the meaning of words with similar denotations.,9,BEST,BEST.ELA.9.R.2.3,Analyze how an author establishes and achieves purpose(s) through rhetorical appeals and/or figurative language.,,Reading Informational Text,Purpose and Perspective
CCSS.L.9-10.5.B,Analyze nuances in the meaning of words with similar denotations.,9,BEST,BEST.ELA.10.V.1.3,"Apply knowledge of context clues, figurative language, word relationships, reference materials, and/or background knowledge to determine the connotative and denotative meaning of words and phrases, appropriate to grade level.",,Vocabulary: Finding Meaning,Context and Connotation
CCSS.L.9-10.5.B,Analyze nuances in the meaning of words with similar denotations.,9,BEST,BEST.ELA.10.R.2.3,Analyze an author’s choices in establishing and achieving purpose(s) in historical American speeches and essays.,,Reading Informational Text,Purpose and Perspective
CCSS.L.9-10.5.B,Analyze nuances in the meaning of words with similar denotations.,9,TEKS,TEKS.ELAR.E1.2(B),(B) analyze context to distinguish between the denotative and connotative meanings of words; and,,,
CCSS.L.9-10.5.B,Analyze nuances in the meaning of words with similar denotations.,9,TEKS,TEKS.ELAR.E1.8(D),(D) analyze how the author's use of language achieves specific purposes;,,,
CCSS.L.9-10.5.B,Analyze nuances in the meaning of words with similar denotations.,9,TEKS,TEKS.ELAR.E2.2(B),"(B) analyze context to distinguish among denotative, connotative, and figurative meanings of words; and",,,
CCSS.L.9-10.5.B,Analyze nuances in the meaning of words with similar denotations.,9,TEKS,TEKS.ELAR.E2.8(D),(D) analyze how the author's use of language informs and shapes the perception of readers;,,,
CCSS.L.9-10.6,"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression.",9,BLOOM,BLOOM.1.2,Retrieving relevant knowledge from long-term memory,Recalling,,
CCSS.L.9-10.6,"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression.",9,BEST,BEST.ELA.9.V.1,Integrate academic vocabulary appropriate to grade level in speaking and writing.,,Vocabulary: Finding Meaning,Academic Vocabulary
CCSS.L.9-10.6,"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression.",9,BEST,BEST.ELA.10.V.1.1,Integrate academic vocabulary appropriate to grade level in speaking and writing.,,Vocabulary: Finding Meaning,Academic Vocabulary
CCSS.L.9-10.6,"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression.",9,TEKS,TEKS.ELAR.E1.5(F),(F) respond using acquired content and academic vocabulary as appropriate;,,,
CCSS.L.9-10.6,"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression.",9,TEKS,TEKS.ELAR.E2.5(F),(F) respond using acquired content and academic vocabulary as appropriate;,,,
CCSS.Language,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grade 6 Language standards 1 and 3 for specific expectations.)",6,BEST,Language,,,,
CCSS.Language,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grade 6 Language standards 1 and 3 for specific expectations.)",6,TEKS,TEKS.ELAR.Language,,,,
CCSS.PresentationofKnowledgeandIdeas:,"Delineate a speaker's argument and specific claims, distinguishing claims that are supported by reasons and evidence from claims that are not.",6,BEST,Presentation of Knowledge and Ideas:,,,,
CCSS.PresentationofKnowledgeandIdeas:,"Delineate a speaker's argument and specific claims, distinguishing claims that are supported by reasons and evidence from claims that are not.",6,TEKS,TEKS.ELAR.Presentation of Knowledge and Ideas:,,,,
CCSS.ProductionandDistributionofWriting:,Provide a conclusion that follows from the narrated experiences or events.,6,BEST,Production and Distribution of Writing:,,,,
CCSS.ProductionandDistributionofWriting:,Provide a conclusion that follows from the narrated experiences or events.,6,TEKS,TEKS.ELAR.Production and Distribution of Writing:,,,,
CCSS.RangeofReadingandLevelofTextComplexity:,"Compare and contrast texts in different forms or genres (e.g., stories and poems; historical novels and fantasy stories) in terms of their approaches to similar themes and topics.",6,BEST,Range of Reading and Level of Text Complexity:,,,,
CCSS.RangeofReadingandLevelofTextComplexity:,"Compare and contrast texts in different forms or genres (e.g., stories and poems; historical novels and fantasy stories) in terms of their approaches to similar themes and topics.",6,TEKS,TEKS.ELAR.Range of Reading and Level of Text Complexity:,,,,
CCSS.RangeofWriting:,"Apply grade 6 Reading standards to literary nonfiction (e.g., ""Trace and evaluate the argument and specific claims in a text, distinguishing claims that are supported by reasons and evidence from claims that are not"").",6,BEST,Range of Writing:,,,,
